CPIAUCSL,FEDFUNDS,M2SL,M2V,GDPC1
193.7,2.79,6462.0,1.993,15922.782
193.6,3.0,6479.2,1.9946666666666668,15964.383666666667
193.7,3.04,6511.8,1.9963333333333333,16005.985333333332
194.9,3.26,6543.7,1.998,16047.587
196.1,3.5,6576.5,1.9983333333333333,16077.302666666666
198.8,3.62,6610.3,1.9986666666666668,16107.018333333333
199.1,3.78,6644.1,1.999,16136.734
198.1,4.0,6660.8,2.004,16209.101
198.1,4.16,6688.0,2.009,16281.467999999999
199.3,4.29,6730.3,2.014,16353.835
199.4,4.49,6754.9,2.014333333333333,16367.940333333334
199.7,4.59,6769.5,2.014666666666667,16382.045666666667
200.7,4.79,6807.0,2.015,16396.151
201.3,4.94,6813.9,2.011,16404.346666666668
201.8,4.99,6852.1,2.007,16412.542333333335
202.9,5.24,6893.9,2.003,16420.738
203.8,5.25,6925.3,2.0,16467.78066666667
202.8,5.25,6952.6,1.997,16514.823333333334
201.9,5.25,7002.0,1.994,16561.866
202.0,5.25,7037.5,1.993,16578.474000000002
203.1,5.24,7080.4,1.992,16595.082
203.437,5.25,7118.5,1.991,16611.69
204.226,5.26,7134.6,1.9883333333333335,16645.564666666665
205.288,5.26,7168.5,1.9856666666666667,16679.439333333332
205.904,5.25,7241.0,1.983,16713.314
206.755,5.25,7254.9,1.9803333333333335,16745.405
207.234,5.25,7288.1,1.9776666666666667,16777.496
207.603,5.26,7319.0,1.975,16809.587
207.667,5.02,7395.1,1.9746666666666668,16844.788333333334
208.547,4.94,7413.3,1.9743333333333333,16879.989666666665
209.19,4.76,7428.4,1.974,16915.191
210.834,4.49,7453.8,1.9613333333333334,16891.128333333334
211.445,4.24,7484.2,1.9486666666666665,16867.065666666665
212.174,3.94,7517.8,1.936,16843.003
212.687,2.98,7604.2,1.932,16876.432333333334
213.448,2.61,7670.3,1.928,16909.861666666668
213.942,2.28,7712.8,1.924,16943.291
215.208,1.98,7725.5,1.9173333333333333,16913.625666666667
217.463,2.0,7744.2,1.9106666666666665,16883.960333333333
219.016,2.01,7791.5,1.904,16854.295
218.69,2.0,7806.1,1.8726666666666667,16731.31333333333
218.877,1.81,7872.7,1.8413333333333333,16608.331666666665
216.995,0.97,7975.3,1.81,16485.35
213.153,0.39,8027.3,1.784,16422.98733333333
211.398,0.16,8205.0,1.758,16360.624666666667
211.933,0.15,8289.4,1.732,16298.262
212.705,0.22,8319.6,1.723,16288.556333333334
212.495,0.18,8386.7,1.714,16278.850666666667
212.709,0.15,8391.4,1.705,16269.145
213.022,0.18,8449.5,1.7056666666666667,16288.190333333334
214.79,0.21,8459.5,1.7063333333333335,16307.235666666667
214.726,0.16,8463.8,1.707,16326.281
215.445,0.16,8463.3,1.712,16385.105333333333
215.861,0.15,8461.8,1.717,16443.929666666667
216.509,0.12,8488.1,1.722,16502.754
217.234,0.12,8517.3,1.7263333333333333,16529.406
217.347,0.12,8512.5,1.7306666666666668,16556.058
217.488,0.11,8478.0,1.735,16582.71
217.281,0.13,8527.6,1.7373333333333334,16636.194
217.353,0.16,8523.7,1.7396666666666667,16689.678
217.403,0.2,8555.1,1.742,16743.162
217.29,0.2,8609.3,1.7426666666666666,16786.196666666667
217.199,0.18,8628.4,1.7433333333333334,16829.231333333333
217.605,0.18,8639.8,1.744,16872.266
217.923,0.19,8688.2,1.743,16901.798666666666
218.275,0.19,8718.9,1.742,16931.331333333335
219.035,0.19,8768.7,1.741,16960.864
219.59,0.19,8789.3,1.7353333333333334,16947.453333333335
220.472,0.18,8822.9,1.7296666666666667,16934.042666666668
221.187,0.17,8845.2,1.724,16920.632
221.898,0.16,8909.0,1.719,16958.792666666668
223.046,0.14,8967.0,1.714,16996.953333333335
224.093,0.1,9030.4,1.709,17035.114
224.806,0.09,9102.7,1.69,17033.847
224.806,0.09,9176.7,1.671,17032.579999999998
225.395,0.07,9338.7,1.652,17031.313
226.106,0.1,9525.1,1.6496666666666666,17095.069666666666
226.597,0.08,9545.3,1.6473333333333333,17158.82633333333
226.75,0.07,9578.1,1.645,17222.583
227.169,0.08,9629.8,1.6433333333333333,17270.725333333332
227.223,0.07,9677.4,1.6416666666666666,17318.867666666665
227.842,0.08,9750.5,1.64,17367.01
228.329,0.1,9802.2,1.6363333333333332,17392.84833333333
228.807,0.13,9846.2,1.6326666666666667,17418.68666666667
229.187,0.14,9899.8,1.629,17444.525
228.713,0.16,9943.0,1.6223333333333334,17452.9
228.524,0.16,10013.0,1.6156666666666666,17461.275
228.59,0.16,10065.7,1.609,17469.65
229.918,0.13,10136.4,1.6006666666666667,17476.384000000002
231.015,0.14,10216.6,1.5923333333333334,17483.118
231.638,0.16,10282.8,1.584,17489.852
231.249,0.16,10351.8,1.583,17547.368
231.221,0.16,10474.4,1.582,17604.884000000002
231.679,0.14,10497.6,1.581,17662.4
232.937,0.15,10516.6,1.578,17678.157
232.282,0.14,10572.9,1.575,17693.914
231.797,0.15,10600.4,1.572,17709.671
231.893,0.11,10634.7,1.5716666666666668,17759.930666666667
232.445,0.09,10692.3,1.5713333333333332,17810.190333333332
232.9,0.09,10731.5,1.571,17860.45
233.456,0.08,10789.6,1.5683333333333334,17912.349000000002
233.544,0.08,10850.0,1.5656666666666665,17964.248
233.669,0.09,10974.2,1.563,18016.147
234.1,0.08,10982.9,1.555,17995.422666666665
234.719,0.09,11047.8,1.547,17974.698333333334
235.288,0.07,11117.6,1.539,17953.974
235.547,0.07,11183.2,1.5416666666666665,18031.286333333333
236.028,0.08,11219.1,1.5443333333333333,18108.598666666665
236.468,0.09,11264.0,1.547,18185.911
236.918,0.09,11328.5,1.5486666666666666,18259.587666666666
237.231,0.1,11383.7,1.5503333333333333,18333.264333333333
237.498,0.09,11438.4,1.552,18406.941
237.46,0.09,11462.5,1.548,18437.970999999998
237.477,0.09,11503.7,1.544,18469.001
237.43,0.09,11577.5,1.54,18500.031
236.983,0.09,11618.2,1.5346666666666666,18555.560999999998
236.252,0.12,11701.9,1.5293333333333334,18611.091
234.747,0.11,11774.2,1.524,18666.621
235.342,0.11,11880.4,1.525,18705.161666666667
235.976,0.11,11892.9,1.526,18743.70233333333
236.222,0.12,11932.5,1.527,18782.243
237.001,0.12,11963.8,1.5243333333333333,18807.301333333333
237.657,0.13,12011.1,1.5216666666666665,18832.359666666667
238.034,0.13,12061.1,1.519,18857.418
238.033,0.14,12110.8,1.5126666666666666,18869.014
237.498,0.14,12170.3,1.5063333333333333,18880.61
237.733,0.12,12211.2,1.5,18892.206
238.017,0.12,12301.0,1.4916666666666667,18928.700666666664
237.761,0.24,12361.5,1.4833333333333334,18965.195333333333
237.652,0.34,12490.8,1.475,19001.69
237.336,0.38,12557.6,1.4716666666666667,19022.029666666665
238.08,0.36,12620.2,1.4683333333333335,19042.369333333332
238.992,0.37,12703.7,1.465,19062.709
239.557,0.37,12775.9,1.462,19107.785333333333
240.222,0.38,12841.1,1.459,19152.861666666664
240.101,0.39,12902.2,1.456,19197.938
240.545,0.4,12988.9,1.4536666666666667,19233.409333333333
241.176,0.4,13047.9,1.4513333333333334,19268.880666666664
241.741,0.4,13112.8,1.449,19304.352
242.026,0.41,13182.4,1.4473333333333334,19335.682333333334
242.637,0.54,13215.3,1.4456666666666667,19367.012666666666
243.618,0.65,13286.4,1.444,19398.343
244.006,0.66,13351.2,1.4416666666666667,19434.545000000002
243.892,0.79,13420.1,1.4393333333333334,19470.747
244.193,0.9,13481.0,1.437,19506.949
244.004,0.91,13539.7,1.4376666666666666,19558.221333333335
244.163,1.04,13564.1,1.4383333333333335,19609.493666666665
244.243,1.15,13628.9,1.439,19660.766
245.183,1.16,13688.0,1.4426666666666668,19734.628
246.435,1.15,13733.8,1.4463333333333332,19808.489999999998
246.626,1.15,13788.5,1.45,19882.352
247.284,1.16,13814.7,1.4536666666666667,19936.26033333333
247.805,1.3,13860.3,1.4573333333333334,19990.16866666667
248.859,1.41,13869.2,1.461,20044.077
249.529,1.42,13907.3,1.462,20079.543333333335
249.577,1.51,13966.4,1.463,20115.009666666665
250.227,1.69,13989.3,1.464,20150.476
250.792,1.7,14055.7,1.4643333333333333,20192.368666666665
251.018,1.82,14117.5,1.4646666666666668,20234.261333333332
251.214,1.91,14157.0,1.465,20276.154
251.663,1.91,14206.0,1.4646666666666668,20285.727333333332
252.182,1.95,14238.2,1.4643333333333333,20295.300666666666
252.772,2.19,14248.1,1.464,20304.874
252.594,2.2,14258.7,1.4623333333333333,20347.129666666668
252.767,2.27,14369.9,1.4606666666666668,20389.38533333333
252.561,2.4,14432.7,1.459,20431.641
253.319,2.4,14470.5,1.459,20488.519
254.277,2.41,14513.9,1.459,20545.397
255.233,2.42,14548.1,1.459,20602.275
255.296,2.39,14660.8,1.457,20682.624
255.213,2.38,14782.9,1.455,20762.973
255.802,2.4,14865.4,1.453,20843.322
256.036,2.13,14947.6,1.4476666666666667,20890.697333333334
256.43,2.04,15039.5,1.4423333333333335,20938.072666666667
257.155,1.83,15174.6,1.437,20985.448
257.879,1.55,15273.3,1.422,20888.04466666667
258.63,1.55,15334.3,1.407,20790.641333333333
259.127,1.55,15401.3,1.392,20693.238
259.25,1.58,15453.8,1.3039999999999998,20147.697666666667
258.076,0.65,15980.6,1.216,19602.157333333333
256.032,0.05,16999.0,1.128,19056.617
255.802,0.05,17868.4,1.144,19554.009
257.042,0.08,18161.5,1.16,20051.401
258.352,0.09,18311.4,1.176,20548.793
259.316,0.1,18382.2,1.1723333333333332,20623.092333333334
259.997,0.09,18606.8,1.1686666666666667,20697.391666666666
260.319,0.09,18758.1,1.165,20771.691
260.911,0.09,18973.3,1.1626666666666667,20867.253666666667
262.045,0.09,19110.3,1.1603333333333332,20962.816333333332
